,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
0,2023-06-28 09:30:00.169882,2023-06-28 10:34:00.519299,NIFTY28JUN2318850PE,26.8,14.5,50,-1,615.0,shift straddle upward
1,2023-06-28 09:30:00.169882,2023-06-28 10:34:00.519299,NIFTY28JUN2318850CE,43.35,69.35,50,-1,-1299.9999999999995,shift straddle upward
2,2023-06-28 09:30:00.169882,2023-06-28 11:34:00.256794,NIFTY28JUN2318900PE,54.0,16.1,50,-1,1895.0,shift straddle upward
3,2023-06-28 09:30:00.169882,2023-06-28 11:34:00.256794,NIFTY28JUN2318900CE,20.3,69.45,50,-1,-2457.5000000000005,shift straddle upward
4,2023-06-28 10:34:00.519299,2023-06-28 13:45:00.381836,NIFTY28JUN2318950PE,60.95,11.95,50,-1,2450.0,shift straddle upward
5,2023-06-28 10:34:00.519299,2023-06-28 13:45:00.381836,NIFTY28JUN2318950CE,15.0,67.6,50,-1,-2629.9999999999995,shift straddle upward
6,2023-06-28 13:45:00.381836,2023-06-28 13:57:00.258188,NIFTY28JUN2319050PE,57.95,72.6,50,-1,-732.4999999999995,shift straddle downward
7,2023-06-28 13:45:00.381836,2023-06-28 13:57:00.258188,NIFTY28JUN2319050CE,11.95,7.35,50,-1,229.99999999999997,shift straddle downward
8,2023-06-28 11:34:00.256794,2023-06-28 15:07:00.245762,NIFTY28JUN2319000PE,62.8,53.5,50,-1,464.9999999999999,expiry over
9,2023-06-28 11:34:00.256794,2023-06-28 15:07:00.245762,NIFTY28JUN2319000CE,17.4,0.3,50,-1,854.9999999999999,expiry over
10,2023-06-28 13:57:00.258188,2023-06-28 15:07:00.245762,NIFTY28JUN2318950PE,17.85,10.95,50,-1,345.0000000000001,expiry over
11,2023-06-28 13:57:00.258188,2023-06-28 15:07:00.245762,NIFTY28JUN2318950CE,51.9,8.55,50,-1,2167.4999999999995,expiry over
