,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl
0,2023-06-12 11:10:01.334768,NIFTY15JUN2318600PE,58.7,55.05,50,-1,182.50000000000028
1,2023-06-12 11:10:01.334768,NIFTY15JUN2318600CE,95.55,87.0,50,-1,427.4999999999999
2,2023-06-12 14:38:00.753411,NIFTY15JUN2318650PE,76.9,77.6,50,-1,-34.99999999999943
3,2023-06-12 14:38:00.753411,NIFTY15JUN2318650CE,60.55,59.4,50,-1,57.49999999999993
