,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
0,2023-06-06 09:29:00.270082,2023-06-06 09:54:00.504926,NIFTY08JUN2318650PE,82.25,86.95,50,-1,-235.00000000000014,shift straddle downward
1,2023-06-06 09:29:00.270082,2023-06-06 09:54:00.504926,NIFTY08JUN2318650CE,43.9,39.55,50,-1,217.50000000000006,shift straddle downward
2,2023-06-06 09:29:00.270082,2023-06-06 11:17:01.014601,NIFTY08JUN2318600PE,57.1,85.3,50,-1,-1409.9999999999998,shift straddle downward
3,2023-06-06 09:29:00.270082,2023-06-06 11:17:01.014601,NIFTY08JUN2318600CE,68.45,41.85,50,-1,1330.0,shift straddle downward
4,2023-06-06 11:17:01.014601,2023-06-06 11:27:00.309981,NIFTY08JUN2318500PE,39.8,36.2,50,-1,179.99999999999972,shift straddle upward
5,2023-06-06 11:17:01.014601,2023-06-06 11:27:00.309981,NIFTY08JUN2318500CE,97.2,103.2,50,-1,-300.0,shift straddle upward
6,2023-06-06 09:54:00.504926,2023-06-06 15:14:00.673649,NIFTY08JUN2318550PE,41.35,26.55,50,-1,740.0,shift straddle upward
7,2023-06-06 09:54:00.504926,2023-06-06 15:14:00.673649,NIFTY08JUN2318550CE,92.15,92.65,50,-1,-25.0,shift straddle upward
8,2023-06-06 11:27:00.309981,2023-06-06 15:14:00.673649,NIFTY08JUN2318600PE,79.85,43.5,50,-1,1817.4999999999998,expiry over
9,2023-06-06 11:27:00.309981,2023-06-06 15:14:00.673649,NIFTY08JUN2318600CE,45.45,59.85,50,-1,-719.9999999999999,expiry over
10,2023-06-06 15:14:00.673649,2023-06-06 15:14:00.673649,NIFTY08JUN2318650PE,68.85,68.85,50,-1,-0.0,expiry over
11,2023-06-06 15:14:00.673649,2023-06-06 15:14:00.673649,NIFTY08JUN2318650CE,35.45,35.45,50,-1,-0.0,expiry over
