,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
0,2023-07-07 09:30:00.438850,2023-07-07 09:56:00.157609,NIFTY13JUL2319450PE,88.25,78.55,50,-1,485.0000000000001,shift straddle upward
1,2023-07-07 09:30:00.438850,2023-07-07 09:56:00.157609,NIFTY13JUL2319450CE,117.8,129.4,50,-1,-580.0000000000005,shift straddle upward
2,2023-07-07 09:56:00.157609,2023-07-07 10:13:00.176183,NIFTY13JUL2319550PE,126.35,133.3,50,-1,-347.50000000000085,shift straddle downward
3,2023-07-07 09:56:00.157609,2023-07-07 10:13:00.176183,NIFTY13JUL2319550CE,75.35,70.3,50,-1,252.49999999999986,shift straddle downward
4,2023-07-07 09:30:00.438850,2023-07-07 10:46:00.155664,NIFTY13JUL2319500PE,111.35,128.2,50,-1,-842.4999999999998,shift straddle downward
5,2023-07-07 09:30:00.438850,2023-07-07 10:46:00.155664,NIFTY13JUL2319500CE,90.8,73.65,50,-1,857.4999999999995,shift straddle downward
6,2023-07-07 10:13:00.176183,2023-07-07 11:28:00.228632,NIFTY13JUL2319450PE,82.55,129.7,50,-1,-2357.4999999999995,shift straddle downward
7,2023-07-07 10:13:00.176183,2023-07-07 11:28:00.228632,NIFTY13JUL2319450CE,122.45,72.55,50,-1,2495.0000000000005,shift straddle downward
8,2023-07-07 11:28:00.228632,2023-07-07 14:39:00.165107,NIFTY13JUL2319350PE,80.85,59.4,50,-1,1072.4999999999998,shift straddle upward
9,2023-07-07 11:28:00.228632,2023-07-07 14:39:00.165107,NIFTY13JUL2319350CE,122.5,131.55,50,-1,-452.50000000000057,shift straddle upward
10,2023-07-07 14:39:00.165107,2023-07-07 14:53:00.196836,NIFTY13JUL2319450PE,104.0,113.1,50,-1,-454.9999999999997,shift straddle downward
11,2023-07-07 14:39:00.165107,2023-07-07 14:53:00.196836,NIFTY13JUL2319450CE,76.65,68.95,50,-1,385.0000000000001,shift straddle downward
12,2023-07-07 10:46:00.155664,2023-07-07 15:07:00.462602,NIFTY13JUL2319400PE,80.0,121.1,50,-1,-2054.9999999999995,shift straddle downward
13,2023-07-07 10:46:00.155664,2023-07-07 15:07:00.462602,NIFTY13JUL2319400CE,123.9,66.75,50,-1,2857.5000000000005,shift straddle downward
14,2023-07-07 14:53:00.196836,2023-07-07 15:21:00.387866,NIFTY13JUL2319350PE,64.3,98.25,50,-1,-1697.5000000000002,expiry over
15,2023-07-07 14:53:00.196836,2023-07-07 15:21:00.387866,NIFTY13JUL2319350CE,120.95,82.75,50,-1,1910.0000000000002,expiry over
16,2023-07-07 15:07:00.462602,2023-07-07 15:21:00.387866,NIFTY13JUL2319300PE,69.8,74.25,50,-1,-222.50000000000014,expiry over
17,2023-07-07 15:07:00.462602,2023-07-07 15:21:00.387866,NIFTY13JUL2319300CE,117.6,108.3,50,-1,464.9999999999999,expiry over
