,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl
0,2023-06-05 09:19:59.386780,NIFTY08JUN2318600PE,59.05,49.9,50,-1,457.49999999999994
1,2023-06-05 09:19:59.386780,NIFTY08JUN2318600CE,94.0,94.6,50,-1,-29.999999999999716
2,2023-06-05 09:39:00.427341,NIFTY08JUN2318650PE,81.7,71.05,50,-1,532.5000000000002
3,2023-06-05 09:39:00.427341,NIFTY08JUN2318650CE,66.9,65.8,50,-1,55.000000000000426
