,Key,Symbol,EntryPrice,CurrentPrice,Quantity,PositionStatus,Pnl
0,2023-06-15 11:22:00.733054,NIFTY15JUN2318700PE,14.35,31.05,50,-1,-835.0000000000001
1,2023-06-15 11:22:00.733054,NIFTY15JUN2318700CE,50.85,2.75,50,-1,2405.0
2,2023-06-15 14:37:00.302182,NIFTY15JUN2318650PE,5.5,4.4,50,-1,54.999999999999986
3,2023-06-15 14:37:00.302182,NIFTY15JUN2318650CE,40.05,25.8,50,-1,712.4999999999998
