,Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
0,2023-05-31 09:19:59.398542,2023-05-31 10:25:01.167353,NIFTY01JUN2318600PE,67.1,75.0,50,-1,-395.0000000000003,shift straddle downward
1,2023-05-31 09:19:59.398542,2023-05-31 10:25:01.167353,NIFTY01JUN2318600CE,42.8,34.15,50,-1,432.49999999999994,shift straddle downward
2,2023-05-31 10:25:01.167353,2023-05-31 11:20:00.649534,NIFTY01JUN2318500PE,29.8,27.6,50,-1,109.99999999999997,shift straddle upward
3,2023-05-31 10:25:01.167353,2023-05-31 11:20:00.649534,NIFTY01JUN2318500CE,88.4,88.0,50,-1,20.000000000000284,shift straddle upward
4,2023-05-31 11:20:00.649534,2023-05-31 11:27:00.916719,NIFTY01JUN2318600PE,72.3,81.8,50,-1,-475.0,shift straddle downward
5,2023-05-31 11:20:00.649534,2023-05-31 11:27:00.916719,NIFTY01JUN2318600CE,33.2,27.8,50,-1,270.0000000000001,shift straddle downward
6,2023-05-31 09:19:59.398542,2023-05-31 11:55:00.995112,NIFTY01JUN2318550PE,43.4,84.45,50,-1,-2052.5,shift straddle downward
7,2023-05-31 09:19:59.398542,2023-05-31 11:55:00.995112,NIFTY01JUN2318550CE,69.3,37.6,50,-1,1584.9999999999998,shift straddle downward
8,2023-05-31 11:55:00.995112,2023-05-31 12:00:01.061670,NIFTY01JUN2318450PE,37.55,31.55,50,-1,299.99999999999983,shift straddle upward
9,2023-05-31 11:55:00.995112,2023-05-31 12:00:01.061670,NIFTY01JUN2318450CE,90.75,94.8,50,-1,-202.49999999999986,shift straddle upward
10,2023-05-31 12:00:01.061670,2023-05-31 12:16:00.922512,NIFTY01JUN2318550PE,76.6,83.5,50,-1,-345.0000000000003,shift straddle downward
11,2023-05-31 12:00:01.061670,2023-05-31 12:16:00.922512,NIFTY01JUN2318550CE,39.0,35.25,50,-1,187.5,shift straddle downward
12,2023-05-31 12:16:00.922512,2023-05-31 12:21:00.996660,NIFTY01JUN2318450PE,35.5,31.85,50,-1,182.49999999999994,shift straddle upward
13,2023-05-31 12:16:00.922512,2023-05-31 12:21:00.996660,NIFTY01JUN2318450CE,87.0,94.4,50,-1,-370.0000000000003,shift straddle upward
14,2023-05-31 12:21:00.996660,2023-05-31 12:33:00.417667,NIFTY01JUN2318550PE,75.9,85.0,50,-1,-454.9999999999997,shift straddle downward
15,2023-05-31 12:21:00.996660,2023-05-31 12:33:00.417667,NIFTY01JUN2318550CE,38.7,34.15,50,-1,227.50000000000023,shift straddle downward
16,2023-05-31 12:33:00.417667,2023-05-31 12:42:00.992687,NIFTY01JUN2318450PE,37.0,28.95,50,-1,402.50000000000006,shift straddle upward
17,2023-05-31 12:33:00.417667,2023-05-31 12:42:00.992687,NIFTY01JUN2318450CE,85.55,97.2,50,-1,-582.5000000000002,shift straddle upward
18,2023-05-31 12:42:00.992687,2023-05-31 12:54:00.481490,NIFTY01JUN2318550PE,71.65,80.2,50,-1,-427.4999999999999,shift straddle downward
19,2023-05-31 12:42:00.992687,2023-05-31 12:54:00.481490,NIFTY01JUN2318550CE,40.15,35.85,50,-1,214.99999999999986,shift straddle downward
20,2023-05-31 12:54:00.481490,2023-05-31 13:00:01.208387,NIFTY01JUN2318450PE,34.2,26.85,50,-1,367.50000000000006,shift straddle upward
21,2023-05-31 12:54:00.481490,2023-05-31 13:00:01.208387,NIFTY01JUN2318450CE,88.8,102.5,50,-1,-685.0000000000001,shift straddle upward
22,2023-05-31 13:00:01.208387,2023-05-31 13:05:00.359718,NIFTY01JUN2318550PE,66.95,77.15,50,-1,-510.0000000000001,shift straddle downward
23,2023-05-31 13:00:01.208387,2023-05-31 13:05:00.359718,NIFTY01JUN2318550CE,43.15,36.85,50,-1,314.9999999999999,shift straddle downward
24,2023-05-31 13:05:00.359718,2023-05-31 13:30:01.053660,NIFTY01JUN2318450PE,32.45,27.6,50,-1,242.50000000000006,shift straddle upward
25,2023-05-31 13:05:00.359718,2023-05-31 13:30:01.053660,NIFTY01JUN2318450CE,90.0,99.55,50,-1,-477.4999999999999,shift straddle upward
26,2023-05-31 11:27:00.916719,2023-05-31 15:14:00.376589,NIFTY01JUN2318500PE,31.45,27.1,50,-1,217.4999999999999,expiry over
27,2023-05-31 11:27:00.916719,2023-05-31 15:14:00.376589,NIFTY01JUN2318500CE,78.55,74.25,50,-1,214.99999999999986,expiry over
28,2023-05-31 13:30:01.053660,2023-05-31 15:14:00.376589,NIFTY01JUN2318550PE,69.0,47.0,50,-1,1100.0,expiry over
29,2023-05-31 13:30:01.053660,2023-05-31 15:14:00.376589,NIFTY01JUN2318550CE,41.3,44.5,50,-1,-160.00000000000014,expiry over
30,2023-05-31 15:20:00.283454,2023-05-31 15:20:00.283454,NIFTY01JUN2318600PE,63.45,63.45,50,-1,-0.0,expiry over
31,2023-05-31 15:20:00.283454,2023-05-31 15:20:00.283454,NIFTY01JUN2318600CE,28.85,28.85,50,-1,-0.0,expiry over
32,2023-05-31 15:24:00.613140,2023-05-31 15:24:00.613140,NIFTY01JUN2318500PE,24.9,24.9,50,-1,-0.0,expiry over
33,2023-05-31 15:24:00.613140,2023-05-31 15:24:00.613140,NIFTY01JUN2318500CE,77.65,77.65,50,-1,-0.0,expiry over
